name,ra,dec,Vsys,D_use,dist_source,sigma_D_dex,Inc,n_pts,n_gas_dom,rms_all,rms_gas,env_class,env_dense,logMh,team_release
WALLABY J101655-485238,154.229775,-48.877345,2738.2,39.23,Hubble,0.0610,58.6,14,14,0.3029,0.3029,field,field,11.0,Vela TR1
WALLABY J101457-433710,153.737791,-43.619657,3032.5,43.36,Hubble,0.0582,83.6,16,16,0.2691,0.2691,field,field,11.0,Vela TR1
WALLABY J101219-471739,153.081658,-47.294326,2523.0,36.19,Hubble,0.0634,81.4,10,10,0.1357,0.1357,field,field,11.0,Vela TR1
WALLABY J100656-450242,151.734782,-45.045075,3904.0,55.74,Hubble,0.0523,71.7,6,6,0.1385,0.1385,field,field,11.0,Vela TR1
WALLABY J100916-431959,152.318358,-43.333100,4585.4,65.70,Hubble,0.0492,56.3,8,8,0.1399,0.1399,field,field,11.0,Vela TR1
WALLABY J094524-480828,146.352598,-48.141160,874.9,12.62,Hubble,0.1197,75.9,8,8,0.0349,0.0349,field,field,11.0,Vela TR1
WALLABY J101330-434301,153.375345,-43.717001,4564.0,65.21,Hubble,0.0493,82.1,6,6,0.1537,0.1537,field,field,11.0,Vela TR1
WALLABY J100239-452950,150.662785,-45.497484,3507.6,50.20,Hubble,0.0546,57.2,6,6,0.1860,0.1860,field,field,11.0,Vela TR1
WALLABY J101331-434904,153.379532,-43.817927,4216.0,60.22,Hubble,0.0508,50.2,6,6,0.3177,0.3177,field,field,11.0,Vela TR1
WALLABY J094944-471059,147.433527,-47.183062,5360.5,76.68,Hubble,0.0466,39.7,6,6,0.2550,0.2550,field,field,11.0,Vela TR1
WALLABY J100123-434533,150.348521,-43.759392,3548.7,50.70,Hubble,0.0544,31.8,6,6,0.2115,0.2115,field,field,11.0,Vela TR1
WALLABY J100437-490338,151.155000,-49.060543,3401.4,48.59,Hubble,0.0554,84.9,4,4,0.0960,0.0960,field,field,11.0,Vela TR1
WALLABY J100542-480241,151.427393,-48.044885,4007.7,57.39,Hubble,0.0517,82.2,6,6,0.2404,0.2404,field,field,11.0,Vela TR1
WALLABY J100801-473847,152.005766,-47.646555,3344.6,47.92,Hubble,0.0557,81.0,4,4,0.0268,0.0268,field,field,11.0,Vela TR1
WALLABY J100036-465940,150.152727,-46.994553,3692.9,52.75,Hubble,0.0535,44.9,4,4,0.1321,0.1321,field,field,11.0,Vela TR1
WALLABY J125548+041805,193.952317,4.301584,756.3,10.82,Hubble,0.1335,66.0,20,20,0.2179,0.2179,field,field,11.0,NGC 4808 TR1
WALLABY J125549+040049,193.956351,4.013833,703.4,10.24,Hubble,0.1390,56.9,8,8,0.0799,0.0799,field,field,11.0,NGC 4808 TR1
WALLABY J125451+023900,193.714221,2.650154,936.6,13.30,Hubble,0.1154,60.2,5,5,0.1017,0.1017,field,field,11.0,NGC 4808 TR1
WALLABY J130315+074816,195.813065,7.804480,2919.8,41.77,Hubble,0.0592,32.2,7,7,0.2250,0.2250,field,field,11.0,NGC 4808 TR1
WALLABY J125604+034843,194.019327,3.812094,613.8,8.85,Hubble,0.1549,39.0,6,6,0.0794,0.0794,field,field,11.0,NGC 4808 TR1
WALLABY J130305+035925,195.774859,3.990380,2857.6,40.92,Hubble,0.0598,36.9,5,5,0.1401,0.1401,field,field,11.0,NGC 4808 TR1
WALLABY J131122+032431,197.843777,3.408681,3043.3,43.59,Hubble,0.0581,67.4,6,6,0.0564,0.0564,field,field,11.0,NGC 4808 TR1
WALLABY J131232+071059,198.137402,7.183158,897.5,12.92,Hubble,0.1178,81.1,6,6,0.0125,0.0125,field,field,11.0,NGC 4808 TR1
WALLABY J124950+025100,192.459588,2.850217,1148.9,16.64,Hubble,0.0993,74.9,6,6,0.0578,0.0578,field,field,11.0,NGC 4808 TR1
WALLABY J130739+062006,196.913104,6.335179,7149.5,102.17,Hubble,0.0428,44.2,5,5,0.1438,0.1438,field,field,11.0,NGC 4808 TR1
WALLABY J130558+035723,196.495525,3.956555,7010.5,100.07,Hubble,0.0430,78.7,6,6,0.2387,0.2387,field,field,11.0,NGC 4808 TR1
WALLABY J130906+051433,197.277407,5.242738,3598.4,51.46,Hubble,0.0541,50.2,5,5,0.2014,0.2014,poor_group,field,11.2,NGC 4808 TR1
WALLABY J131208+025916,198.035133,2.988027,3031.5,43.41,Hubble,0.0582,81.9,4,4,0.0492,0.0492,field,field,11.0,NGC 4808 TR1
WALLABY J134019-235122,205.082737,-23.856174,6505.2,93.00,Hubble,0.0439,34.3,4,4,0.1745,0.1745,field,field,11.0,NGC 5044 TR1
WALLABY J133801-225524,204.506192,-22.923507,6964.3,99.55,Hubble,0.0431,70.6,5,5,0.2894,0.2894,field,field,11.0,NGC 5044 TR1
WALLABY J133541-240428,203.922097,-24.074488,2579.0,36.87,Hubble,0.0629,77.7,6,6,0.1429,0.1429,field,field,11.0,NGC 5044 TR1
WALLABY J133440-234722,203.667147,-23.789527,7807.7,111.42,Hubble,0.0418,33.3,4,4,0.3928,0.3928,field,field,11.0,NGC 5044 TR1
WALLABY J133209-245132,203.038146,-24.858912,7784.6,111.20,Hubble,0.0418,81.6,4,4,0.1730,0.1730,field,field,11.0,NGC 5044 TR1
WALLABY J133058-215044,202.742842,-21.845812,7356.2,105.12,Hubble,0.0425,67.9,5,5,0.1431,0.1431,field,field,11.0,NGC 5044 TR1
WALLABY J133041-233009,202.674017,-23.502665,12877.1,184.39,Hubble,0.0376,69.5,4,4,0.1560,0.1560,field,field,11.0,NGC 5044 TR1
WALLABY J132635-221419,201.649244,-22.238773,1414.5,20.37,Hubble,0.0873,59.7,6,6,0.0668,0.0668,field,field,11.0,NGC 5044 TR1
WALLABY J132519-210812,201.332560,-21.136919,1761.3,24.93,Hubble,0.0774,51.2,4,4,0.0343,0.0343,field,field,11.0,NGC 5044 TR1
WALLABY J132441-194214,201.174457,-19.704041,1955.3,28.31,Hubble,0.0721,53.3,8,8,0.2275,0.2275,field,field,11.0,NGC 5044 TR1
WALLABY J132433-210813,201.138445,-21.137191,2655.7,38.07,Hubble,0.0619,51.5,8,8,0.2630,0.2630,field,field,11.0,NGC 5044 TR1
WALLABY J132402-243938,201.011453,-24.660711,2053.2,29.25,Hubble,0.0708,53.4,6,6,0.0518,0.0518,field,field,11.0,NGC 5044 TR1
WALLABY J130943-163617,197.431718,-16.604940,2564.3,36.85,Hubble,0.0629,65.4,10,10,0.1289,0.1289,field,field,11.0,NGC 5044 TR2
WALLABY J131658-163757,199.244780,-16.632747,1736.0,24.88,Hubble,0.0775,60.5,12,12,0.1288,0.1288,field,field,11.0,NGC 5044 TR2
WALLABY J131234-173225,198.145213,-17.540429,2750.8,39.73,Hubble,0.0606,60.7,6,6,0.2838,0.2838,field,field,11.0,NGC 5044 TR2
WALLABY J130618-173039,196.576841,-17.510961,1469.0,20.99,Hubble,0.0857,49.5,7,7,0.1143,0.1143,field,field,11.0,NGC 5044 TR2
WALLABY J131830-143635,199.628009,-14.609983,2900.3,41.53,Hubble,0.0594,57.4,4,4,0.1107,0.1107,field,field,11.0,NGC 5044 TR2
WALLABY J131706-161516,199.275886,-16.254521,2635.8,37.65,Hubble,0.0622,77.0,6,6,0.1703,0.1703,field,field,11.0,NGC 5044 TR2
WALLABY J130515-165316,196.314425,-16.887961,2836.2,40.59,Hubble,0.0600,61.0,5,5,0.0940,0.0940,field,field,11.0,NGC 5044 TR2
WALLABY J130806-144640,197.025210,-14.777920,2589.1,37.06,Hubble,0.0627,35.3,5,5,0.0278,0.0278,field,field,11.0,NGC 5044 TR2
WALLABY J130854-163609,197.228340,-16.602640,2578.9,36.95,Hubble,0.0628,79.1,6,6,0.0292,0.0292,field,field,11.0,NGC 5044 TR2
WALLABY J133010-240841,202.542962,-24.144630,4940.9,70.60,Hubble,0.0479,35.5,5,5,0.1190,0.1190,field,field,11.0,NGC 5044 TR2
WALLABY J131712-171511,199.301031,-17.253285,2518.6,35.95,Hubble,0.0636,52.3,5,5,0.1413,0.1413,field,field,11.0,NGC 5044 TR2
WALLABY J130818-143213,197.075536,-14.537099,2669.9,38.21,Hubble,0.0618,52.0,4,4,0.1079,0.1079,field,field,11.0,NGC 5044 TR2
WALLABY J131400-164707,198.502263,-16.785316,3078.4,44.01,Hubble,0.0578,63.2,4,4,0.0781,0.0781,field,field,11.0,NGC 5044 TR2
WALLABY J131237-142630,198.156667,-14.441895,6221.0,88.80,Hubble,0.0445,79.1,7,7,0.1825,0.1825,field,field,11.0,NGC 5044 TR2
WALLABY J130516-172641,196.317314,-17.444843,10739.2,153.38,Hubble,0.0389,75.0,4,4,0.0974,0.0974,field,field,11.0,NGC 5044 TR2
WALLABY J131430-173154,198.626623,-17.531811,2477.6,35.49,Hubble,0.0641,59.6,4,4,0.1032,0.1032,field,field,11.0,NGC 5044 TR2
WALLABY J131840-150339,199.666738,-15.061068,3182.2,45.71,Hubble,0.0569,78.6,4,4,0.1087,0.1087,field,field,11.0,NGC 5044 TR2
WALLABY J130314-172514,195.811884,-17.420712,740.5,10.62,Hubble,0.1353,78.2,24,24,0.0601,0.0601,field,field,11.0,NGC5044 TR3
WALLABY J132947-175747,202.448549,-17.963106,1506.8,21.69,Hubble,0.0840,84.4,22,22,0.1514,0.1514,field,field,11.0,NGC5044 TR3
WALLABY J130415-102023,196.062561,-10.339842,3108.3,44.40,Hubble,0.0576,66.6,14,14,0.2286,0.2286,field,field,11.0,NGC5044 TR3
WALLABY J130053-132655,195.223030,-13.448608,2554.3,36.51,Hubble,0.0632,37.8,12,12,0.2451,0.2451,field,field,11.0,NGC5044 TR3
WALLABY J130059-143042,195.247702,-14.511922,2630.3,37.47,Hubble,0.0624,34.2,8,8,0.3383,0.3383,field,field,11.0,NGC5044 TR3
WALLABY J130017-122041,195.071759,-12.344942,1573.2,22.59,Hubble,0.0820,50.5,6,6,0.0648,0.0648,field,field,11.0,NGC5044 TR3
WALLABY J131920-145037,199.835725,-14.843867,2749.3,39.24,Hubble,0.0610,80.4,10,10,0.1595,0.1595,field,field,11.0,NGC5044 TR3
WALLABY J125907-121329,194.779284,-12.224818,1316.4,18.69,Hubble,0.0921,41.4,4,4,0.1725,0.1725,field,field,11.0,NGC5044 TR3
WALLABY J132148-131222,200.453571,-13.206150,2897.3,41.45,Hubble,0.0595,50.0,5,5,0.1654,0.1654,field,field,11.0,NGC5044 TR3
WALLABY J130221-154600,195.590276,-15.766894,4821.2,69.28,Hubble,0.0483,81.1,8,8,0.2247,0.2247,field,field,11.0,NGC5044 TR3
WALLABY J131035-214450,197.646017,-21.747439,2955.6,42.16,Hubble,0.0590,65.4,5,5,0.0266,0.0266,field,field,11.0,NGC5044 TR3
WALLABY J130213-145817,195.555229,-14.971501,4855.7,69.41,Hubble,0.0482,42.1,8,8,0.3323,0.3323,field,field,11.0,NGC5044 TR3
WALLABY J133314-160715,203.308504,-16.121087,6116.8,87.80,Hubble,0.0447,64.0,7,7,0.1960,0.1960,field,field,11.0,NGC5044 TR3
WALLABY J130947-101916,197.448170,-10.321176,1211.1,17.23,Hubble,0.0970,48.4,6,6,0.1111,0.1111,field,field,11.0,NGC5044 TR3
WALLABY J130225-174046,195.608220,-17.679477,4647.7,66.38,Hubble,0.0490,82.2,8,8,0.1976,0.1976,field,field,11.0,NGC5044 TR3
WALLABY J131702-104612,199.258850,-10.770257,2831.1,40.48,Hubble,0.0601,62.9,5,5,0.1437,0.1437,field,field,11.0,NGC5044 TR3
WALLABY J130203-145302,195.514942,-14.884083,1350.0,19.20,Hubble,0.0906,55.8,6,6,0.1156,0.1156,field,field,11.0,NGC5044 TR3
WALLABY J133103-150604,202.764478,-15.101250,4218.9,60.29,Hubble,0.0508,71.4,5,5,0.0227,0.0227,field,field,11.0,NGC5044 TR3
WALLABY J125939-145813,194.914351,-14.970294,4945.9,70.53,Hubble,0.0480,77.2,6,6,0.1929,0.1929,field,field,11.0,NGC5044 TR3
WALLABY J132529-201001,201.374235,-20.167500,8072.1,115.70,Hubble,0.0414,69.8,4,4,0.0738,0.0738,field,field,11.0,NGC5044 TR3
WALLABY J130235-113803,195.649880,-11.634255,3483.1,49.79,Hubble,0.0548,65.3,6,6,0.0631,0.0631,field,field,11.0,NGC5044 TR3
WALLABY J125956-192430,194.983337,-19.408434,830.1,11.82,Hubble,0.1253,64.5,7,7,0.0900,0.0900,field,field,11.0,NGC5044 TR3
WALLABY J130223-122031,195.599000,-12.341988,5130.1,73.33,Hubble,0.0473,52.0,4,4,0.1556,0.1556,field,field,11.0,NGC5044 TR3
WALLABY J130148-114530,195.453465,-11.758563,5934.1,84.78,Hubble,0.0452,66.4,4,4,0.1075,0.1075,field,field,11.0,NGC5044 TR3
WALLABY J130815-210002,197.063408,-21.000732,1638.1,23.53,Hubble,0.0801,78.5,6,6,0.0737,0.0737,field,field,11.0,NGC5044 TR3
WALLABY J133138-232047,202.911717,-23.346660,7502.6,107.28,Hubble,0.0422,57.6,4,4,0.0315,0.0315,field,field,11.0,NGC5044 TR3
WALLABY J131739-213708,199.415309,-21.619138,2926.9,41.88,Hubble,0.0592,44.1,4,4,0.0815,0.0815,field,field,11.0,NGC5044 TR3
WALLABY J133103-160750,202.764990,-16.130719,5836.5,83.59,Hubble,0.0454,70.9,6,6,0.1842,0.1842,field,field,11.0,NGC5044 TR3
WALLABY J132017-144841,200.072660,-14.811565,2911.4,41.54,Hubble,0.0594,73.5,6,6,0.1441,0.1441,field,field,11.0,NGC5044 TR3
WALLABY J132202-201335,200.511906,-20.226317,1887.4,26.89,Hubble,0.0742,51.2,4,4,0.0186,0.0186,field,field,11.0,NGC5044 TR3
WALLABY J104311-261500,160.797598,-26.250004,4518.8,64.75,Hubble,0.0494,68.0,6,6,0.2071,0.2071,field,field,11.0,Hydra TR1
WALLABY J104339-285157,160.913222,-28.866080,3456.0,49.67,Hubble,0.0549,83.1,6,6,0.2182,0.2182,field,field,11.0,Hydra TR1
WALLABY J104309-300301,160.790627,-30.050318,3199.0,45.67,Hubble,0.0569,40.2,5,5,0.1613,0.1613,field,field,11.0,Hydra TR1
WALLABY J104059-270456,160.247075,-27.082322,4742.0,67.72,Hubble,0.0486,59.1,5,5,0.0966,0.0966,field,field,11.0,Hydra TR1
WALLABY J104016-274630,160.069776,-27.775227,3970.1,56.74,Hubble,0.0520,47.9,7,7,0.2610,0.2610,field,field,11.0,Hydra TR1
WALLABY J104000-292445,160.001253,-29.412685,3766.5,53.85,Hubble,0.0531,71.1,4,4,0.0726,0.0726,field,field,11.0,Hydra TR1
WALLABY J103918-265030,159.826016,-26.841685,3076.0,43.85,Hubble,0.0579,72.0,4,4,0.1727,0.1727,field,field,11.0,Hydra TR1
WALLABY J104004-301606,160.017632,-30.268357,3396.8,48.42,Hubble,0.0555,64.7,4,4,0.2606,0.2606,field,field,11.0,Hydra TR1
WALLABY J103915-301757,159.815676,-30.299172,3755.1,54.05,Hubble,0.0530,81.3,8,8,0.2807,0.2807,field,field,11.0,Hydra TR1
WALLABY J103818-285307,159.575174,-28.885287,4388.7,62.58,Hubble,0.0501,72.7,4,4,0.1294,0.1294,field,field,11.0,Hydra TR1
WALLABY J103651-260227,159.213094,-26.041061,2362.4,33.88,Hubble,0.0656,76.2,4,4,0.0468,0.0468,field,field,11.0,Hydra TR1
WALLABY J103702-273359,159.259274,-27.566538,2848.0,40.76,Hubble,0.0599,69.5,5,5,0.0769,0.0769,field,field,11.0,Hydra TR1
WALLABY J103523-281855,158.848684,-28.315463,3301.8,47.11,Hubble,0.0561,61.8,7,7,0.2397,0.2397,field,field,11.0,Hydra TR1
WALLABY J103244-283639,158.185507,-28.611102,3606.5,51.68,Hubble,0.0540,82.6,4,4,0.1368,0.1368,field,field,11.0,Hydra TR1
WALLABY J100342-270137,150.925581,-27.027123,950.6,13.68,Hubble,0.1132,74.2,16,16,0.2038,0.2038,field,field,11.0,Hydra TR2
WALLABY J100351-273417,150.966205,-27.571503,2788.2,39.89,Hubble,0.0605,40.1,5,5,0.2036,0.2036,field,field,11.0,Hydra TR2
WALLABY J100426-282638,151.109057,-28.444157,1091.2,15.47,Hubble,0.1041,75.1,12,12,0.1184,0.1184,field,field,11.0,Hydra TR2
WALLABY J100539-282633,151.414463,-28.442512,1039.0,14.88,Hubble,0.1069,68.4,8,8,0.1033,0.1033,field,field,11.0,Hydra TR2
WALLABY J101247-275028,153.199754,-27.841326,2602.6,37.48,Hubble,0.0624,82.3,10,10,0.1760,0.1760,field,field,11.0,Hydra TR2
WALLABY J101359-253824,153.496384,-25.640029,3180.8,45.55,Hubble,0.0570,68.8,6,6,0.0755,0.0755,field,field,11.0,Hydra TR2
WALLABY J101441-285221,153.674368,-28.872571,1095.2,15.83,Hubble,0.1026,70.1,6,6,0.0847,0.0847,field,field,11.0,Hydra TR2
WALLABY J102017-253913,155.074336,-25.653777,3441.5,49.21,Hubble,0.0551,40.1,4,4,0.1339,0.1339,field,field,11.0,Hydra TR2
WALLABY J103023-302336,157.597677,-30.393402,4087.7,58.52,Hubble,0.0513,34.8,5,5,0.0911,0.0911,field,field,11.0,Hydra TR2
WALLABY J103359-301003,158.496590,-30.167654,3480.6,49.78,Hubble,0.0548,83.2,4,4,0.1308,0.1308,field,field,11.0,Hydra TR2
WALLABY J163512-580438,248.803776,-58.077266,2739.6,39.15,Hubble,0.0611,39.6,6,6,0.1904,0.1904,field,field,11.0,Norma TR1
WALLABY J163518-581311,248.829061,-58.219849,1552.9,22.31,Hubble,0.0826,53.0,9,9,0.2036,0.2036,field,field,11.0,Norma TR1
WALLABY J163650-601632,249.211574,-60.275802,3402.2,48.58,Hubble,0.0554,54.5,9,9,0.2094,0.2094,field,field,11.0,Norma TR1
WALLABY J163916-601108,249.820691,-60.185684,3347.3,47.91,Hubble,0.0557,49.3,4,4,0.0695,0.0695,field,field,11.0,Norma TR1
WALLABY J163924-565221,249.852576,-56.872734,1465.8,20.95,Hubble,0.0858,43.4,10,10,0.0860,0.0860,field,field,11.0,Norma TR1
WALLABY J164052-602341,250.220798,-60.394730,5266.6,75.25,Hubble,0.0469,64.6,7,7,0.2178,0.2178,field,field,11.0,Norma TR1
WALLABY J164157-622910,250.487708,-62.486364,4391.3,62.67,Hubble,0.0500,52.2,4,4,0.2977,0.2977,field,field,11.0,Norma TR1
WALLABY J164249-610527,250.707724,-61.091025,4459.2,63.75,Hubble,0.0497,78.4,4,4,0.1065,0.1065,field,field,11.0,Norma TR1
WALLABY J164740-600851,251.920722,-60.147509,3270.9,46.59,Hubble,0.0564,64.3,7,7,0.1391,0.1391,field,field,11.0,Norma TR1
WALLABY J165103-600109,252.765980,-60.019244,5797.5,82.92,Hubble,0.0455,55.2,4,4,0.1113,0.1113,field,field,11.0,Norma TR1
WALLABY J165644-622413,254.184255,-62.403763,5098.8,72.85,Hubble,0.0474,65.6,6,6,0.1639,0.1639,field,field,11.0,Norma TR1
WALLABY J165724-595238,254.350178,-59.877497,3203.7,45.71,Hubble,0.0569,46.0,5,5,0.1473,0.1473,field,field,11.0,Norma TR1
WALLABY J165804-605308,254.517499,-60.885581,1031.9,14.81,Hubble,0.1072,36.2,10,10,0.2251,0.2251,field,field,11.0,Norma TR1
WALLABY J165901-601241,254.754682,-60.211533,1140.9,16.33,Hubble,0.1005,42.1,34,34,0.1835,0.1835,field,field,11.0,Norma TR1
WALLABY J165949-584125,254.957777,-58.690497,4754.1,68.11,Hubble,0.0485,35.3,4,4,0.1365,0.1365,field,field,11.0,Norma TR1
WALLABY J123911+004305,189.797457,0.718167,5091.0,72.73,Hubble,0.0475,52.2,5,5,0.1809,0.1809,field,field,11.0,NGC 4636 TR1
WALLABY J170303-614604,255.765860,-61.767899,2719.2,38.92,Hubble,0.0612,34.8,8,8,0.2070,0.2070,field,field,11.0,Norma TR1
WALLABY J170659-620502,256.745912,-62.083979,1500.5,21.56,Hubble,0.0844,82.2,16,16,0.0852,0.0852,field,field,11.0,Norma TR1
WALLABY J170747-595059,256.947861,-59.849852,4691.4,67.00,Hubble,0.0488,81.1,4,4,0.0751,0.0751,field,field,11.0,Norma TR1
WALLABY J170915-613637,257.314297,-61.610447,4219.1,60.39,Hubble,0.0507,65.2,7,7,0.2961,0.2961,field,field,11.0,Norma TR1
WALLABY J171804-575135,259.520601,-57.859982,1080.6,15.48,Hubble,0.1041,62.5,18,18,0.0705,0.0705,field,field,11.0,Norma TR1
WALLABY J171829-602453,259.622204,-60.414766,5633.0,80.62,Hubble,0.0459,62.8,4,4,0.0891,0.0891,field,field,11.0,Norma TR1
WALLABY J172007-600928,260.030921,-60.157991,4505.6,64.47,Hubble,0.0495,77.3,8,8,0.2220,0.2220,field,field,11.0,Norma TR1
WALLABY J122708+055255,186.786881,5.882087,1114.5,15.90,Hubble,0.1023,78.1,6,6,0.2119,0.2119,field,field,11.0,NGC 4636 TR1
WALLABY J122710+071549,186.795255,7.263869,925.2,13.27,Hubble,0.1156,37.8,8,8,0.2324,0.2324,field,field,11.0,NGC 4636 TR1
WALLABY J122726+061551,186.859746,6.264180,1447.2,20.68,Hubble,0.0865,41.2,4,4,0.1693,0.1693,field,field,11.0,NGC 4636 TR1
WALLABY J122733+061359,186.888003,6.233268,6402.0,91.49,Hubble,0.0441,31.0,4,4,0.0950,0.0950,field,field,11.0,NGC 4636 TR1
WALLABY J122852+041739,187.218610,4.294198,4232.4,60.63,Hubble,0.0507,82.8,8,8,0.2053,0.2053,field,field,11.0,NGC 4636 TR1
WALLABY J122932+005020,187.384985,0.839138,2236.3,31.92,Hubble,0.0676,81.6,4,4,0.0565,0.0565,field,field,11.0,NGC 4636 TR1
WALLABY J123026+041450,187.611365,4.247236,2430.2,34.82,Hubble,0.0647,62.2,6,6,0.1911,0.1911,field,field,11.0,NGC 4636 TR1
WALLABY J123138+035620,187.912053,3.938939,1723.2,24.72,Hubble,0.0778,43.3,14,14,0.1330,0.1330,field,field,11.0,NGC 4636 TR1
WALLABY J123228+002315,188.117089,0.387691,1519.4,21.81,Hubble,0.0838,58.3,14,14,0.1164,0.1164,field,field,11.0,NGC 4636 TR1
WALLABY J123236+023943,188.153041,2.662205,1726.7,24.73,Hubble,0.0778,81.0,8,8,0.0582,0.0582,field,field,11.0,NGC 4636 TR1
WALLABY J123407+023905,188.531326,2.651415,1735.9,24.71,Hubble,0.0778,82.6,28,28,0.1858,0.1858,field,field,11.0,NGC 4636 TR1
WALLABY J123427+021108,188.614786,2.185731,1802.8,25.69,Hubble,0.0761,73.2,16,16,0.2225,0.2225,field,field,11.0,NGC 4636 TR1
WALLABY J123630+001315,189.127332,0.220840,3712.8,53.13,Hubble,0.0534,50.1,5,5,0.1323,0.1323,field,field,11.0,NGC 4636 TR1
WALLABY J123641+030621,189.173373,3.106038,1440.4,20.51,Hubble,0.0869,81.4,6,6,0.2383,0.2383,field,field,11.0,NGC 4636 TR1
WALLABY J123703+065533,189.263456,6.926040,1632.8,23.39,Hubble,0.0803,32.9,4,4,0.0527,0.0527,field,field,11.0,NGC 4636 TR1
WALLABY J123805-000137,189.522536,-0.027000,3747.0,53.58,Hubble,0.0532,73.6,6,6,0.1196,0.1196,field,field,11.0,NGC 4636 TR1
WALLABY J123835+012413,189.648165,1.403613,5195.4,74.01,Hubble,0.0472,80.7,6,6,0.1937,0.1937,field,field,11.0,NGC 4636 TR1
WALLABY J123917-003149,189.822341,-0.530497,1064.7,15.32,Hubble,0.1048,75.7,46,46,0.1095,0.1095,field,field,11.0,NGC 4636 TR1
WALLABY J124111-013526,190.295872,-1.590633,3997.2,57.15,Hubble,0.0518,66.9,5,5,0.0993,0.0993,field,field,11.0,NGC 4636 TR1
WALLABY J124111+012435,190.298307,1.409857,1701.7,24.23,Hubble,0.0787,68.9,6,6,0.1501,0.1501,field,field,11.0,NGC 4636 TR1
WALLABY J124231+035729,190.630071,3.958306,745.1,10.62,Hubble,0.1354,39.2,5,5,0.0650,0.0650,field,field,11.0,NGC 4636 TR1
WALLABY J124232-012111,190.635105,-1.353049,1111.8,15.84,Hubble,0.1025,67.6,12,12,0.0777,0.0777,field,field,11.0,NGC 4636 TR1
WALLABY J124240+012047,190.669270,1.346460,5019.8,71.64,Hubble,0.0477,54.5,5,5,0.2012,0.2012,field,field,11.0,NGC 4636 TR1
WALLABY J124257-011345,190.739472,-1.229414,3210.7,45.81,Hubble,0.0568,76.4,10,10,0.1424,0.1424,field,field,11.0,NGC 4636 TR1
WALLABY J124317-003841,190.823374,-0.644925,2640.5,37.86,Hubble,0.0620,67.6,5,5,0.1208,0.1208,field,field,11.0,NGC 4636 TR1
WALLABY J124350-003344,190.960791,-0.562425,2620.5,37.61,Hubble,0.0623,41.6,10,10,0.2166,0.2166,field,field,11.0,NGC 4636 TR1
WALLABY J124433-021916,191.140971,-2.321191,1587.4,22.70,Hubble,0.0818,64.8,8,8,0.2121,0.2121,field,field,11.0,NGC 4636 TR1
WALLABY J124508-002747,191.284517,-0.463223,1518.8,21.91,Hubble,0.0835,74.5,20,20,0.0783,0.0783,field,field,11.0,NGC 4636 TR1
WALLABY J124519-004538,191.330192,-0.760787,6898.8,98.53,Hubble,0.0432,36.0,4,4,0.2668,0.2668,field,field,11.0,NGC 4636 TR1
WALLABY J124645+055723,191.690582,5.956428,828.5,11.90,Hubble,0.1247,40.3,6,6,0.0457,0.0457,field,field,11.0,NGC 4636 TR1
WALLABY J124753-011107,191.972431,-1.185289,7012.6,100.53,Hubble,0.0430,69.9,4,4,0.2082,0.2082,field,field,11.0,NGC 4636 TR1
